Year,Jurisdiction,Type_of_professional,Supply_number_of_nurses,Supply_inflow,Supply_outflow,Supply_renewal,Supply_inflow_age_younger_than_35,Supply_inflow_age 35_to_54,Supply_inflow_age_55_and_older,Supply_inflow_age_not_stated,Supply_outflow_age_younger_than_35,Supply_outflow_age_ 35_to_ 54,Supply_outflow_age_55_and _older,Supply_outflow_age_not_stated,Supply_renewal_age_younger_than_35,Supply_renewal_age_35_to_54,Supply_renewal_age_55_and_older,Supply_renewal_age_not_stated,Supply_employment_status_employed_in_profession,Supply_employed_and_seeking_employment,Supply__employed_other_profession_not_seeking_employment,Supply_not_employed_and_seeking_employment,Supply_not_employed_not _seeking _employment_in _profession,Supply_employment_status_not_stated,Supply_sex_female,Supply_sex_male,Supply_sex_not_stated,Supply_average_age,Supply_age_younger_than_30,Supply_age_30_to_39,Supply_age_40_to_ 49,Supply_age_50_to_ 59,Supply_age_60_to_64,Supply_age_65_to_ 69,Supply_age_70_and_older,Supply_age _not_stated,Supply_location_of_graduation_Canada,Supply_location_of_graduation_international,Supply_location_of_graduation_not_stated,Supply_years_since_graduation_0_to_10,Supply_years_since_graduation_11_to_20,Supply_years_since_graduation_21_to_30,Supply_years_since_graduation_31_and_more,Supply_years_since_graduation_not_stated,Supply_employed_in_other_renewal_age_not_stated
2016,Nunavut,Licensed practical nurses,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Newfoundland and Labrador,Licensed practical nurses,2403,229,244,2174,167,167,4,0,69,88,87,0,494,1289,391,391,2303,4,4,55,6,31,2174,229,0,42.4,419,583,648,637,98,18,0,0,2261,0,142,1064,586,477,276,0,4
2017,Prince Edward Island,Licensed practical nurses,670,52,31,618,43,43,1,0,13,3,15,0,158,304,155,155,601,0,2,2,0,65,603,66,1,43.4,132,144,138,183,51,18,3,1,619,12,39,283,171,117,96,3,0
2017,Nova Scotia,Licensed practical nurses,4142,400,319,3742,256,256,16,0,112,92,115,0,859,1950,933,933,3994,3,2,133,10,0,3913,229,0,43.9,627,976,1087,995,308,120,29,0,3894,248,0,1733,899,707,803,0,3
2017,New Brunswick,Licensed practical nurses,3252,224,255,3028,164,164,7,0,77,85,93,0,797,1653,578,578,3145,0,0,0,0,107,2949,303,0,42.4,599,795,846,767,184,47,14,0,3238,0,14,1497,1088,396,270,1,0
2017,Quebec,Licensed practical nurses,27299,2234,2008,25065,1445,1445,35,0,848,709,451,0,7438,14266,3361,3361,24169,,0,0,0,3130,24510,2789,0,40.7,5144,7983,7638,5393,851,230,60,0,27248,28,23,17072,5668,2042,2517,0,0
2017,Ontario,Licensed practical nurses,48045,4213,2733,43832,2922,2922,78,0,926,794,1013,0,14393,20949,8490,8490,43053,1129,153,1960,372,1378,43666,4379,0,41.5,9405,13998,11189,8984,2906,1206,357,0,42662,5267,116,26500,9599,6539,5332,75,1129
2017,Manitoba,Licensed practical nurses,3313,277,230,3036,200,200,2,0,57,59,114,0,712,1572,752,752,3171,22,1,97,22,0,2991,322,0,44,452,869,862,705,265,113,47,0,2915,395,3,1520,896,378,519,0,22
2017,Saskatchewan,Licensed practical nurses,3630,404,343,3226,311,311,7,0,161,87,95,0,1175,1516,535,535,3392,94,8,132,4,0,3403,227,0,40,718,1318,725,601,216,44,8,0,3256,374,0,2106,892,215,417,0,94
2017,Alberta,Licensed practical nurses,13958,1671,873,12287,1202,1202,31,0,445,236,192,0,5086,5401,1800,1800,12272,103,12,1535,36,0,12850,1108,0,38.7,3514,4817,2870,1800,617,258,82,0,12950,1008,0,9837,2416,717,988,0,103
2017,British Columbia,Licensed practical nurses,11982,1060,772,10922,711,711,32,0,316,256,200,0,3408,5624,1890,1890,10657,137,22,103,34,1029,10783,1199,0,41.2,2201,3707,2927,2269,638,197,43,0,11243,161,578,7833,2337,531,711,570,137
2017,Yukon,Licensed practical nurses,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,120,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Northwest Territories,Licensed practical nurses,131,23,28,108,14,14,3,0,11,9,8,0,26,47,35,35,107,2,0,1,0,21,106,25,0,45.3,14,39,23,35,11,8,1,0,125,6,0,55,37,21,18,0,2
2017,Nunavut,Licensed practical nurses,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Newfoundland and Labrador,Licensed practical nurses,2376,217,217,2159,163,163,5,0,72,64,81,0,547,1244,368,368,2296,10,9,31,16,14,2155,221,0,41.9,458,563,620,621,93,19,2,0,2318,57,1,1112,583,443,238,0,10
2018,Prince Edward Island,Licensed practical nurses,725,86,0,639,70,70,3,0,0,0,0,0,177,301,161,161,619,0,3,11,0,92,657,68,0,42.5,159,165,136,182,63,17,3,0,688,25,12,318,174,117,98,18,0
2018,Nova Scotia,Licensed practical nurses,4252,429,368,3823,288,288,14,0,149,122,97,0,931,1959,933,933,4044,9,0,190,4,5,4016,236,0,43.6,635,1077,1087,999,309,110,35,0,3972,280,0,1907,890,678,777,0,9
2018,New Brunswick,Licensed practical nurses,3394,397,0,2997,258,258,26,0,0,0,0,0,820,1600,577,577,3224,0,0,0,0,170,3087,307,0,41.9,684,808,872,779,181,58,12,0,3384,10,0,1583,1111,435,265,0,0
2018,Quebec,Licensed practical nurses,27604,2313,2059,25291,1432,1432,66,0,796,772,491,0,7310,14503,3478,3478,23416,,0,16,6,4166,24772,2832,0,41,4964,8004,7821,5547,957,255,56,0,27575,28,1,16614,6594,1988,2408,0,0
2018,Ontario,Licensed practical nurses,49968,4656,2910,45312,3283,3283,78,0,1068,904,938,0,14999,21821,8492,8492,45267,934,161,1780,366,1460,45300,4668,0,41.3,9773,15148,11595,8996,2883,1189,384,0,44284,5683,1,27675,10604,6599,5073,17,934
2018,Manitoba,Licensed practical nurses,3373,290,206,3083,193,193,6,0,67,55,84,0,781,1596,706,706,3229,22,2,92,28,0,3016,357,0,43.5,454,932,883,696,254,102,52,0,2872,501,0,1524,1025,354,470,0,22
2018,Saskatchewan,Licensed practical nurses,3649,362,376,3287,265,265,6,0,201,99,76,0,1194,1562,531,531,3406,76,5,154,7,1,3405,244,0,40,669,1402,755,582,189,44,8,0,3240,409,0,2061,1026,201,361,0,76
2018,Alberta,Licensed practical nurses,14805,1720,1003,13085,1222,1222,26,0,499,308,196,0,5350,5924,1811,1811,12324,229,10,2202,40,0,13625,1180,0,38.7,3568,5330,3089,1868,619,251,80,0,13705,1100,0,10546,2607,701,951,0,229
2018,British Columbia,Licensed practical nurses,12152,942,904,11210,623,623,27,0,341,352,211,0,3471,5808,1931,1931,11514,63,39,82,49,405,10942,1210,0,41.4,2137,3818,2965,2295,684,203,50,0,9276,29,2847,7554,1606,68,85,2839,63
2018,Yukon,Licensed practical nurses,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,168,27,0,41.3,43,56,43,33,11,0,0,0,0,0,0,0,0,0,0,0,0
2018,Northwest Territories,Licensed practical nurses,121,18,28,103,11,11,2,0,13,8,7,0,25,46,32,32,107,5,0,4,2,3,96,24,1,44.6,14,38,23,25,14,5,2,0,115,6,0,54,34,18,15,0,5
2018,Nunavut,Licensed practical nurses,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Newfoundland and Labrador,Licensed practical nurses,2390,231,207,2159,169,169,7,0,75,66,66,0,593,1196,370,370,2313,11,7,34,13,12,2158,232,0,41.4,500,554,617,612,88,18,1,0,2332,58,0,1165,579,436,210,0,11
2019,Prince Edward Island,Licensed practical nurses,742,0,36,0,0,0,0,0,14,10,12,0,0,0,0,0,669,6,5,9,12,41,670,72,0,42.3,165,178,129,185,67,15,3,0,710,32,0,361,169,117,95,0,6
2019,Nova Scotia,Licensed practical nurses,4318,434,396,3884,283,283,16,0,185,116,95,0,981,1962,941,941,4114,5,1,154,9,35,4093,225,0,43.5,628,1124,1110,979,316,120,41,0,4054,264,0,1953,947,659,759,0,5
2019,New Brunswick,Licensed practical nurses,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Quebec,Licensed practical nurses,27844,2299,143,25545,1416,1416,47,0,18,27,98,0,7232,14688,3625,3625,24369,,0,20,4,3451,24968,2876,0,41.2,4780,8068,8056,5595,1013,261,71,0,27820,10,14,15889,7828,1859,2263,5,0
2019,Ontario,Licensed practical nurses,52809,5751,3127,47058,4230,4230,76,0,1197,962,968,0,15638,22820,8600,8600,47729,1129,156,2057,368,1370,47791,5018,0,40.8,10764,16470,11945,9163,2898,1166,403,0,46695,6114,0,29606,11825,6465,4896,17,1129
2019,Manitoba,Licensed practical nurses,3518,351,218,3167,253,253,6,0,56,64,98,0,837,1633,697,697,3376,25,2,92,23,0,3132,386,0,43.1,480,1061,887,695,241,104,50,0,2928,590,0,1603,1140,322,453,0,25
2019,Saskatchewan,Licensed practical nurses,3700,427,311,3273,301,301,13,0,169,78,64,0,1121,1629,523,523,3038,19,2,636,3,2,3447,253,0,40,627,1462,804,562,180,58,7,0,3267,433,0,1967,1184,206,343,0,19
2019,Alberta,Licensed practical nurses,15513,1711,945,13802,1211,1211,24,0,452,306,187,0,5538,6438,1826,1826,13546,276,54,1571,66,0,14245,1268,0,38.7,3617,5711,3336,1858,642,265,84,0,14365,1148,0,10976,2933,717,887,0,276
2019,British Columbia,Licensed practical nurses,12351,1103,1033,11248,764,764,24,0,404,423,206,0,3388,5871,1989,1989,11821,38,19,51,33,389,11101,1250,0,41.3,2180,3851,3051,2306,678,236,49,0,9699,15,2637,7296,2315,73,80,2587,38
2019,Yukon,Licensed practical nurses,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Northwest Territories,Licensed practical nurses,115,22,15,93,6,6,3,0,6,6,3,0,21,42,30,30,111,3,0,0,1,0,95,20,0,45.6,11,32,26,26,14,3,3,0,108,7,0,48,36,14,17,0,3
2019,Nunavut,Licensed practical nurses,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Newfoundland and Labrador,Licensed practical nurses,2391,208,171,2183,151,151,6,0,62,44,65,0,642,1176,365,365,2251,13,6,25,9,87,2165,226,0,41.2,521,532,639,570,109,18,2,0,2337,54,0,1188,585,419,199,0,13
2020,Prince Edward Island,Licensed practical nurses,770,64,62,706,51,51,2,0,26,15,21,0,233,301,172,172,748,2,4,12,4,0,695,75,0,42.1,174,189,136,180,61,25,5,0,727,43,0,377,173,119,101,0,2
2020,Nova Scotia,Licensed practical nurses,4439,517,367,3922,333,333,24,0,151,104,112,0,976,1990,956,956,4146,13,1,215,6,58,4199,238,2,43.4,642,1185,1142,970,328,127,45,0,4149,281,9,2040,991,657,742,9,13
2020,New Brunswick,Licensed practical nurses,3076,0,544,0,0,0,0,0,209,178,157,0,0,0,0,0,2952,0,0,0,0,124,2799,277,0,42.9,474,784,841,739,164,57,17,0,3048,27,1,1358,1020,474,224,0,0
2020,Quebec,Licensed practical nurses,29398,1697,3212,27701,821,821,139,0,1116,1309,787,0,7844,15646,4211,4211,26005,,0,12,3,3378,26355,3043,0,41.9,4377,8664,8619,5980,1291,368,99,0,29362,12,24,15808,9295,1886,2403,6,0
2020,Ontario,Licensed practical nurses,54103,4421,3170,49682,3285,3285,59,0,1190,1018,962,0,16983,24031,8668,8668,49061,980,188,1786,372,1716,48872,5231,0,40.8,10749,17547,12105,9238,2885,1168,411,0,47704,6396,3,29634,13500,6260,4693,16,980
2020,Manitoba,Licensed practical nurses,3562,262,172,3300,170,170,3,0,50,62,60,0,928,1712,660,660,3402,18,1,117,24,0,3161,401,0,42.9,459,1145,888,692,230,102,46,0,2906,656,0,1566,1270,316,410,0,18
2020,Saskatchewan,Licensed practical nurses,3770,381,374,3389,237,237,13,0,192,109,73,0,1119,1737,533,533,3633,10,7,104,16,0,3509,261,0,40.3,572,1516,862,568,176,66,10,0,3346,424,0,1919,1317,218,316,0,10
2020,Alberta,Licensed practical nurses,15902,1334,948,14568,896,896,25,0,431,307,210,0,5742,6985,1841,1841,14407,208,45,1184,58,0,14624,1278,0,38.9,3441,5966,3564,1910,668,261,92,0,14803,1099,0,11042,3297,732,831,0,208
2020,British Columbia,Licensed practical nurses,12769,1451,793,11318,878,878,65,0,319,247,227,0,3400,5870,2048,2048,11814,97,13,102,28,715,11453,1316,0,41.4,2238,3959,3176,2382,695,256,63,0,10299,17,2453,7276,2936,76,73,2408,97
2020,Yukon,Licensed practical nurses,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Northwest Territories,Licensed practical nurses,145,45,0,100,18,18,7,0,0,0,0,0,19,47,34,34,135,1,0,0,3,6,121,24,0,45.2,15,44,30,31,16,5,4,0,134,11,0,71,40,12,22,0,1
2020,Nunavut,Licensed practical nurses,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Newfoundland and Labrador,Licensed practical nurses,2428,208,214,2220,158,158,5,0,87,69,58,0,686,1178,356,356,2339,9,10,31,17,22,2201,227,0,40.9,540,564,633,563,103,23,2,0,2372,56,0,1181,649,373,225,0,9
2021,Prince Edward Island,Licensed practical nurses,785,77,68,708,56,56,2,0,31,23,14,0,243,295,170,170,710,1,13,16,10,35,708,77,0,41.8,177,203,135,179,65,21,5,0,742,43,0,392,180,115,98,0,1
2021,Nova Scotia,Licensed practical nurses,4537,465,384,4072,310,310,15,0,162,125,97,0,1054,2057,961,961,4315,15,4,197,5,1,4295,240,2,43.2,680,1248,1120,974,340,129,46,0,4246,289,2,1974,1148,677,735,3,15
2021,New Brunswick,Licensed practical nurses,3422,890,10,2532,640,640,12,0,7,3,0,0,615,1414,503,503,3145,13,8,46,34,176,3129,289,4,40.4,798,890,863,668,138,47,18,0,2893,10,519,1346,823,438,132,683,13
2021,Quebec,Licensed practical nurses,28034,1848,1788,26186,1045,1045,72,0,675,703,410,0,6798,15237,4151,4151,25177,,0,8,0,2849,25127,2907,0,42.2,3787,8190,8419,5958,1237,358,85,0,27976,28,30,13993,10195,1777,2058,11,0
2021,Ontario,Licensed practical nurses,54984,4051,3705,50933,2899,2899,55,0,1478,1308,919,0,17334,24942,8657,8657,49781,726,213,1702,461,2101,49617,5367,0,40.8,10510,18377,12249,9382,2858,1200,408,0,48372,6610,2,29327,14955,6165,4526,11,726
2021,Manitoba,Licensed practical nurses,3693,303,240,3390,187,187,3,0,86,93,61,0,907,1799,684,684,3595,11,5,55,27,0,3271,422,0,42.8,453,1237,907,716,213,121,46,0,3023,670,0,1559,1374,351,409,0,11
2021,Saskatchewan,Licensed practical nurses,3683,287,411,3396,186,186,9,0,206,111,94,0,1021,1857,518,518,3525,20,5,126,7,0,3441,242,0,40.8,498,1468,910,562,171,66,8,0,3282,401,0,1739,1399,268,277,0,20
2021,Alberta,Licensed practical nurses,16498,1544,1169,14954,1035,1035,30,0,503,446,220,0,5607,7539,1808,1808,15159,66,18,1197,58,0,15186,1309,3,39,3428,6252,3799,2028,631,268,92,0,15428,1070,0,11254,3708,750,786,0,66
2021,British Columbia,Licensed practical nurses,13409,1433,1011,11976,926,926,39,0,368,380,263,0,3583,6277,2116,2116,12806,131,28,147,50,247,12036,1373,0,41.2,2416,4149,3352,2470,699,256,67,0,11150,22,2237,7128,3654,76,61,2490,131
2021,Yukon,Licensed practical nurses,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,174,41,30,40,63,81,54,35,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,Northwest Territories,Licensed practical nurses,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nunavut,Licensed practical nurses,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,216,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Newfoundland and Labrador,Licensed practical nurses,2480,266,0,2214,194,194,5,0,0,0,0,0,699,1154,361,361,2368,19,9,37,17,30,2253,227,0,40.6,593,576,626,552,108,22,3,0,2438,40,2,1172,696,368,239,5,19
2022,Prince Edward Island,Licensed practical nurses,797,80,0,717,56,56,4,0,0,0,0,0,245,291,181,181,761,2,5,16,13,0,721,76,0,41.9,175,213,139,173,66,24,7,0,773,24,0,372,187,110,104,24,2
2022,Nova Scotia,Licensed practical nurses,4678,525,0,4153,343,343,23,0,0,0,0,0,1110,2081,962,962,4458,67,4,143,6,0,4420,249,9,43.2,716,1312,1140,960,353,147,50,0,4389,289,0,2069,1193,678,737,1,67
2022,New Brunswick,Licensed practical nurses,3545,133,0,3412,68,68,8,0,0,0,0,0,1161,1681,570,570,3278,20,11,62,42,132,3237,304,4,41.2,743,933,896,711,179,62,21,0,3493,18,34,1692,1088,553,197,15,20
2022,Quebec,Licensed practical nurses,28495,2249,0,26246,1148,1148,73,0,0,0,0,0,6468,15384,4394,4394,24951,,0,8,0,3536,25507,2988,0,42.6,3501,8320,8654,6178,1332,417,93,0,28218,114,163,12963,11386,1819,1992,335,0
2022,Ontario,Licensed practical nurses,56595,5316,0,51279,3784,3784,69,0,0,0,0,0,17004,25606,8669,8669,51369,619,228,1800,439,2140,50992,5598,5,40.7,10781,19195,12535,9623,2780,1240,441,0,49471,7124,0,29312,16773,5897,4613,0,619
2022,Manitoba,Licensed practical nurses,3667,214,0,3453,136,136,2,0,0,0,0,0,877,1887,689,689,3524,11,14,83,26,9,3238,425,4,43.2,414,1224,916,734,216,114,49,0,3031,636,0,1511,1395,358,402,1,11
2022,Saskatchewan,Licensed practical nurses,3737,465,0,3272,261,261,13,0,0,0,0,0,839,1957,476,476,3541,10,4,166,3,13,3487,250,0,41,445,1507,990,572,146,68,9,0,3287,450,0,1671,1485,311,245,25,10
2022,Alberta,Licensed practical nurses,17251,1922,0,15329,1228,1228,31,0,0,0,0,0,5522,8014,1793,1793,15511,70,19,1593,58,0,15871,1380,0,39.1,3560,6467,4120,2108,637,276,83,0,16280,971,0,10816,4083,825,722,805,70
2022,British Columbia,Licensed practical nurses,13627,1229,0,12398,877,877,36,0,0,0,0,0,3754,6540,2104,2104,13144,90,24,122,53,194,12223,1404,0,41.1,2533,4140,3438,2465,717,273,61,0,11548,28,2051,6755,4327,76,53,2416,90
2022,Yukon,Licensed practical nurses,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Northwest Territories,Licensed practical nurses,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,3,0,2,0,3,157,32,0,42.6,19,76,37,38,13,6,0,0,167,22,0,94,68,13,13,1,3
2022,Nunavut,Licensed practical nurses,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,236,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
